id;gender;geographical_area;edu_qualification;employment_status;age_score;age_label;FA1;FA2;FA3;FA;FK1;FK2;FK3;FK4;FK5;FK6;FK7;FK;FB1;FB2;FB3;FB4;FB5;FB6;FB7;FB8;FB
233;M;Centre;10;Employed;2;Adulti;5;5;3;4,33;0;1;1;1;1;1;1;6;0;1;1;1;0;0;1;1;5
234;F;Centre;30;Employed;2;Adulti;5;3;3;3,67;0;1;1;1;1;1;0;5;0;1;1;1;1;1;0;1;6
235;F;Centre;30;Self-employed;3;Anziani;4;2;1;2,33;1;1;1;1;1;1;1;7;0;0;0;1;0;1;0;1;3
236;F;Centre;10;Unemployed;2;Adulti;5;4;2;3,67;1;1;1;1;1;1;1;7;0;1;1;1;1;1;1;1;7
237;F;Centre;30;Retired;3;Anziani;5;1;5;3,67;1;1;1;1;1;1;1;7;0;1;1;1;1;0;0;1;5
238;M;Centre;10;Self-employed;1;Giovani;5;3;1;3;0;0;1;1;1;1;1;5;0;1;1;1;1;0;1;1;6
239;M;Centre;30;Employed;2;Adulti;1;1;2;1,33;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;3
240;M;South;40;Student;1;Giovani;3;5;3;3,67;1;0;0;0;1;0;0;2;0;0;1;1;1;1;0;0;4
241;F;South;40;Homemaker;2;Adulti;4;3;2;3;0;0;0;0;1;1;0;2;1;1;1;1;1;1;0;1;7
242;M;South;40;Self-employed;2;Adulti;2;2;2;2;0;1;0;0;1;1;0;3;1;1;1;1;1;1;1;1;8
243;F;South;30;Unemployed;2;Adulti;3;3;1;2,33;1;1;1;0;1;0;1;5;0;1;1;1;0;1;0;1;5
244;F;South;10;Other;1;Giovani;3;1;1;1,67;1;1;1;1;1;1;1;7;0;1;1;1;1;1;1;1;7
245;M;South;10;Employed;2;Adulti;1;1;1;1;1;1;1;1;1;0;1;6;0;0;1;1;0;0;0;1;3
247;M;South;30;Retired;3;Anziani;5;5;3;4,33;1;1;1;1;1;0;0;5;1;0;1;1;1;0;1;1;6
248;F;South;40;Homemaker;2;Adulti;3;4;4;3,67;0;0;0;0;1;1;0;2;0;0;1;1;0;0;0;1;3
249;M;South;30;Student;1;Giovani;1;3;3;2,33;1;1;1;1;1;1;0;6;0;0;1;0;0;0;0;1;2
250;M;South;40;Student;1;Giovani;3;4;3;3,33;0;1;1;1;1;1;0;5;0;0;1;0;0;0;0;1;2
251;M;South;30;Unemployed;2;Adulti;3;3;3;3;1;1;1;0;1;1;0;5;0;1;1;1;1;0;0;1;5
254;F;South;10;Student;1;Giovani;3;4;2;3;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;1;4
255;F;South;10;Employed;2;Adulti;3;2;3;2,67;0;1;0;0;1;1;0;3;0;0;1;0;0;0;1;0;2
256;F;South;30;Student;1;Giovani;2;2;2;2;1;0;0;0;1;0;0;2;0;1;1;1;1;0;0;1;5
257;M;South;30;Retired;3;Anziani;3;3;3;3;0;0;1;1;1;1;0;4;0;1;1;1;1;0;1;1;6
258;F;South;40;Homemaker;3;Anziani;2;3;2;2,33;0;1;1;1;1;1;0;5;0;0;0;1;0;1;0;1;3
259;M;South;10;Student;1;Giovani;5;5;5;5;1;0;0;0;1;1;0;3;0;0;0;1;1;0;0;1;3
260;M;South;40;Retired;3;Anziani;4;4;2;3,33;0;1;1;0;1;1;0;4;0;0;1;1;1;1;0;1;5
261;M;South;40;Retired;3;Anziani;5;3;2;3,33;0;0;0;0;1;1;0;2;0;1;1;1;0;0;0;1;4
262;F;South;30;Unemployed;2;Adulti;1;5;3;3;1;1;1;1;1;1;1;7;0;0;1;0;1;0;0;0;2
263;F;South;10;Retired;3;Anziani;3;2;2;2,33;1;1;1;1;1;1;1;7;0;1;0;1;1;0;0;1;4
264;F;South;30;Homemaker;3;Anziani;1;2;2;1,67;1;1;0;0;1;0;0;3;0;0;1;1;0;0;0;1;3
266;M;South;10;Student;1;Giovani;5;4;2;3,67;1;1;1;1;1;1;1;7;1;1;1;1;1;0;1;1;7
268;M;South;30;Retired;3;Anziani;1;5;1;2,33;0;1;1;0;1;1;1;5;1;1;1;1;1;0;0;1;6
269;M;South;10;Other;1;Giovani;3;2;3;2,67;0;0;0;0;1;1;1;3;0;0;1;1;1;0;1;1;5
270;M;South;30;Unemployed;1;Giovani;3;2;2;2,33;1;1;1;0;1;1;0;5;0;1;1;1;1;1;0;1;6
271;M;Islands;10;Retired;3;Anziani;4;4;4;4;1;1;1;1;1;1;0;6;0;1;1;1;1;1;0;1;6
272;F;Islands;30;Self-employed;2;Adulti;5;3;3;3,67;1;0;0;0;1;1;0;3;0;1;0;0;0;1;0;1;3
273;F;Islands;40;Student;1;Giovani;2;2;1;1,67;0;1;1;1;1;1;1;6;0;0;1;1;1;1;0;1;5
274;M;Islands;30;Employed;2;Adulti;5;5;3;4,33;1;0;1;1;1;1;0;5;0;0;1;1;1;0;0;1;4
275;F;Islands;30;Self-employed;2;Adulti;5;5;3;4,33;0;0;0;0;1;0;0;1;0;1;1;1;1;1;0;1;6
277;F;Islands;40;Retired;3;Anziani;5;1;2;2,67;0;1;1;0;1;1;1;5;1;1;1;1;1;1;1;1;8
278;F;Islands;30;Employed;1;Giovani;5;5;3;4,33;1;1;0;0;1;1;0;4;0;0;1;0;1;0;0;0;2
279;M;North-west;30;Employed;2;Adulti;4;3;3;3,33;1;1;1;0;1;1;1;6;0;1;1;1;0;0;2;1;6
280;M;North-west;10;Unemployed;2;Adulti;1;4;4;3;1;1;1;1;1;1;1;7;0;1;1;1;1;0;0;1;5
281;M;North-west;10;Other;2;Adulti;3;3;2;2,67;0;1;0;0;1;0;0;2;1;0;0;1;1;0;0;1;4
282;F;North-west;30;Employed;2;Adulti;5;5;5;5;0;0;0;0;1;1;0;2;0;1;1;1;1;0;0;1;5
283;M;North-west;10;Student;1;Giovani;2;4;2;2,67;1;1;1;0;1;1;1;6;0;1;1;1;0;0;0;1;4
284;F;North-west;10;Retired;3;Anziani;5;4;3;4;0;1;0;0;1;1;1;4;0;1;1;1;1;0;0;1;5
285;F;North-west;50;Retired;3;Anziani;5;4;1;3,33;1;0;0;0;1;1;1;4;0;0;1;1;0;0;0;1;3
286;F;North-west;30;Employed;2;Adulti;5;5;4;4,67;1;1;1;1;1;1;1;7;0;1;1;1;1;0;0;0;4
287;F;North-west;40;Retired;3;Anziani;5;5;5;5;0;1;0;0;1;1;0;3;0;1;1;1;1;1;0;1;6
288;M;North-west;30;Retired;3;Anziani;4;4;3;3,67;0;0;0;0;1;1;0;2;0;1;0;1;1;0;1;1;5
289;M;North-west;10;Employed;2;Adulti;4;2;3;3;0;1;1;1;1;1;1;6;0;0;1;1;0;0;0;1;3
290;M;North-west;30;Self-employed;2;Adulti;4;4;4;4;1;1;1;1;1;1;1;7;1;0;0;1;1;0;0;1;4
291;F;North-west;30;Homemaker;3;Anziani;2;2;2;2;1;1;1;0;1;0;0;4;0;0;1;1;1;1;0;1;5
292;M;North-west;30;Unemployed;3;Anziani;2;5;3;3,33;0;1;1;0;0;0;0;2;0;1;1;1;0;0;0;1;4
294;M;North-west;10;Student;1;Giovani;3;3;3;3;1;0;1;1;1;1;0;5;0;1;1;0;1;0;1;1;5
295;M;North-west;30;Employed;2;Adulti;4;4;3;3,67;0;1;1;1;1;1;0;5;1;0;1;1;1;0;0;1;5
296;F;North-west;10;Retired;3;Anziani;5;4;4;4,33;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;7
297;M;North-west;50;Retired;3;Anziani;4;4;2;3,33;1;1;0;0;1;0;1;4;1;1;1;1;1;1;1;1;8
298;F;North-west;30;Employed;3;Anziani;3;3;3;3;1;0;0;0;1;1;0;3;0;0;1;1;0;0;0;1;3
299;F;North-west;30;Unemployed;2;Adulti;2;1;3;2;0;1;1;1;0;1;0;4;1;1;1;0;0;0;0;0;3
301;M;North-west;40;Retired;3;Anziani;3;5;3;3,67;0;0;0;0;1;1;1;3;0;1;1;1;1;0;1;1;6
302;F;North-west;50;Retired;3;Anziani;5;5;1;3,67;0;0;0;0;1;1;0;2;1;1;1;1;1;0;0;1;6
303;M;North-west;40;Self-employed;3;Anziani;2;2;1;1,67;0;0;0;0;1;1;0;2;1;1;1;1;1;1;1;0;7
304;F;South;10;Retired;3;Anziani;3;3;3;3;1;0;1;0;1;1;1;5;0;1;1;1;1;0;0;1;5
305;M;North-east;40;Employed;2;Adulti;3;1;1;1,67;1;0;1;1;1;1;0;5;0;1;1;1;1;0;0;1;5
306;M;North-east;30;Unemployed;3;Anziani;3;3;4;3,33;0;1;1;1;1;1;1;6;0;0;1;1;0;0;0;1;3
307;F;North-east;10;Student;1;Giovani;5;5;3;4,33;0;1;0;0;1;1;0;3;0;1;1;1;0;0;0;1;4
308;F;North-east;10;Retired;3;Anziani;4;3;3;3,33;1;1;1;0;1;1;1;6;0;1;0;1;1;1;2;1;7
309;M;North-east;10;Employed;2;Adulti;4;5;4;4,33;1;1;1;1;1;1;1;7;0;0;1;0;0;0;1;0;2
310;F;North-east;50;Retired;3;Anziani;4;4;4;4;0;0;0;0;1;1;1;3;0;1;1;1;1;1;1;1;7
311;F;North-west;10;Other;2;Adulti;3;2;2;2,33;0;1;1;0;1;1;1;5;0;1;1;1;0;1;1;1;6
312;F;North-west;40;Homemaker;2;Adulti;3;5;4;4;1;1;1;1;1;1;0;6;0;1;1;1;1;0;0;1;5
313;M;North-east;30;Employed;2;Adulti;3;3;3;3;1;1;1;1;1;1;1;7;1;1;0;0;0;0;1;1;4
315;M;North-east;30;Employed;2;Adulti;4;3;3;3,33;1;1;0;0;1;1;1;5;0;1;0;1;0;0;1;1;4
316;M;North-east;40;Employed;2;Adulti;3;4;3;3,33;0;1;0;0;1;1;0;3;0;0;1;1;0;0;0;1;3
317;M;North-east;30;Employed;2;Adulti;5;4;3;4;0;1;0;0;1;1;0;3;0;1;1;1;1;1;1;1;7
318;F;North-east;30;Employed;2;Adulti;4;4;3;3,67;0;1;1;1;1;1;1;6;0;1;1;1;0;0;0;1;4
319;F;North-east;50;Retired;3;Anziani;5;1;5;3,67;1;0;0;0;1;1;0;3;0;0;1;1;1;0;0;1;4
320;F;Centre;10;Self-employed;2;Adulti;4;2;2;2,67;0;1;1;1;1;1;1;6;0;0;1;1;0;0;0;1;3
321;F;Centre;30;Employed;2;Adulti;3;2;3;2,67;1;0;1;1;1;1;0;5;0;0;1;1;1;0;0;0;3
322;F;Centre;10;Employed;1;Giovani;4;4;4;4;1;1;1;0;1;1;0;5;1;1;1;1;0;0;0;1;5
323;F;Centre;40;Employed;2;Adulti;3;5;1;3;0;1;0;0;1;1;0;3;0;0;1;0;1;0;0;1;3
324;M;Centre;40;Student;1;Giovani;4;3;2;3;1;1;1;1;1;1;0;6;0;1;1;0;1;1;1;1;6
325;F;Centre;30;Unemployed;2;Adulti;3;3;2;2,67;1;1;1;1;1;1;0;6;0;0;1;1;1;0;1;1;5
326;F;Centre;10;Student;1;Giovani;2;1;2;1,67;1;1;1;1;1;1;1;7;0;0;1;1;0;0;1;1;4
327;M;Centre;40;Retired;3;Anziani;4;5;4;4,33;1;1;0;0;1;1;1;5;0;0;1;1;1;0;0;1;4
328;M;Centre;30;Employed;2;Adulti;3;3;2;2,67;0;1;1;1;1;1;1;6;0;1;1;1;1;1;0;1;6
329;M;Centre;10;Retired;3;Anziani;5;4;3;4;1;1;1;0;1;1;1;6;0;1;1;1;1;1;1;1;7
330;M;Centre;30;Employed;2;Adulti;5;4;3;4;1;1;1;1;1;1;1;7;0;1;1;1;0;0;0;1;4
331;F;Centre;50;Employed;3;Anziani;3;2;3;2,67;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;3
332;M;Centre;10;Student;1;Giovani;5;3;4;4;1;1;1;0;1;1;1;6;0;0;1;1;1;0;0;1;4
333;F;Centre;10;Homemaker;2;Adulti;2;5;4;3,67;1;1;1;1;1;1;0;6;0;0;0;1;0;0;0;0;1
334;F;Centre;30;Employed;2;Adulti;3;3;2;2,67;0;1;1;1;1;1;0;5;0;1;1;1;0;0;2;1;6
335;M;Centre;10;Self-employed;2;Adulti;3;5;4;4;1;1;0;0;1;1;0;4;0;0;1;1;1;0;0;0;3
336;M;Centre;30;Employed;2;Adulti;2;2;2;2;1;1;0;0;1;1;0;4;0;0;1;1;1;0;0;1;4
337;F;Centre;30;Homemaker;3;Anziani;3;5;5;4,33;1;1;0;0;1;1;1;5;0;1;1;0;1;1;0;1;5
338;M;Centre;10;Employed;1;Giovani;2;3;2;2,33;0;0;1;1;1;1;1;5;0;1;1;1;1;0;1;1;6
339;M;North-east;10;Employed;2;Adulti;3;2;2;2,33;0;1;1;1;1;1;1;6;0;1;1;1;0;1;0;1;5
340;F;Centre;30;Employed;2;Adulti;4;3;3;3,33;0;0;0;0;0;1;0;1;0;1;1;1;1;0;1;1;6
341;F;Centre;10;Employed;2;Adulti;3;1;2;2;1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;5
342;M;Centre;30;Self-employed;1;Giovani;5;5;5;5;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;1;7
343;M;Centre;10;Employed;1;Giovani;2;2;4;2,67;0;0;0;0;1;0;1;2;0;1;1;1;1;0;1;1;6
344;M;Centre;30;Employed;2;Adulti;3;2;2;2,33;1;1;0;0;1;1;1;5;0;1;1;1;1;1;0;1;6
345;M;Centre;10;Homemaker;2;Adulti;3;5;3;3,67;0;0;0;0;1;1;1;3;0;0;0;1;1;0;0;1;3
346;F;Centre;10;Employed;1;Giovani;4;3;3;3,33;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;1;4
347;M;South;10;Student;1;Giovani;1;1;1;1;1;1;1;1;1;1;1;7;0;0;1;0;0;0;0;1;2
348;M;South;10;Student;1;Giovani;1;1;1;1;0;1;1;1;1;1;0;5;0;0;1;1;0;0;0;1;3
349;F;South;50;Homemaker;3;Anziani;2;5;2;3;1;0;0;0;1;1;0;3;0;0;1;0;0;0;1;0;2
350;F;South;10;Employed;2;Adulti;5;5;3;4,33;1;1;1;1;1;1;1;7;0;0;0;1;1;0;0;1;3
353;M;South;10;Employed;2;Adulti;2;5;3;3,33;1;0;0;0;1;0;0;2;0;1;1;1;1;0;1;1;6
354;M;South;10;Retired;3;Anziani;5;4;3;4;0;1;1;1;1;1;1;6;0;1;1;1;1;1;1;1;7
355;F;South;30;Student;1;Giovani;4;3;4;3,67;1;1;1;1;1;1;0;6;0;1;1;1;0;0;1;0;4
357;M;South;10;Employed;1;Giovani;3;3;3;3;0;0;1;0;1;1;1;4;0;1;0;0;0;0;2;1;4
358;M;South;10;Employed;2;Adulti;4;3;3;3,33;1;0;0;0;1;1;1;4;0;1;1;1;1;0;1;1;6
359;M;South;30;Employed;2;Adulti;4;5;5;4,67;1;1;1;1;1;1;0;6;0;0;1;1;1;0;0;0;3
360;M;South;10;Employed;2;Adulti;5;5;5;5;1;1;1;1;1;1;1;7;0;1;1;1;1;1;1;1;7
361;M;South;10;Student;1;Giovani;4;5;4;4,33;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;6
362;M;South;30;Employed;2;Adulti;2;4;4;3,33;0;1;0;0;1;1;1;4;0;0;1;0;1;0;0;0;2
363;M;South;10;Unemployed;2;Adulti;4;2;3;3;1;0;0;0;1;1;0;3;0;0;1;0;1;0;1;1;4
364;M;South;10;Self-employed;2;Adulti;3;3;1;2,33;0;1;1;1;1;0;1;5;1;0;1;0;0;0;0;0;2
365;F;South;10;Homemaker;2;Adulti;3;3;3;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3
366;F;South;30;Homemaker;2;Adulti;4;4;3;3,67;1;1;1;1;1;1;1;7;0;1;1;1;1;0;0;1;5
367;M;South;30;Employed;2;Adulti;5;3;3;3,67;1;0;0;0;1;1;0;3;0;1;1;1;1;1;0;1;6
368;F;South;30;Retired;3;Anziani;5;5;4;4,67;1;0;0;0;1;1;0;3;0;0;1;1;1;0;1;1;5
369;F;South;10;Employed;2;Adulti;5;1;1;2,33;1;1;1;1;1;1;1;7;0;0;1;1;0;1;1;1;5
370;F;South;30;Unemployed;1;Giovani;1;1;1;1;1;0;0;0;1;1;0;3;0;1;1;1;1;1;1;0;6
371;M;South;30;Employed;2;Adulti;3;4;3;3,33;1;1;0;0;0;0;1;3;0;1;1;1;1;0;1;1;6
372;M;South;40;Retired;2;Adulti;1;5;3;3;1;1;0;0;0;1;0;3;0;0;1;1;1;0;1;0;4
373;M;Islands;10;Self-employed;3;Anziani;3;3;2;2,67;1;1;1;0;1;1;1;6;0;0;1;1;1;0;1;1;5
374;M;Islands;10;Employed;2;Adulti;3;2;3;2,67;0;0;0;0;1;0;0;1;1;1;0;1;1;0;1;1;6
375;F;Islands;10;Student;1;Giovani;3;2;2;2,33;1;1;1;0;0;0;0;3;1;1;0;1;0;0;0;1;4
377;M;Islands;30;Employed;1;Giovani;4;4;2;3,33;0;1;1;1;1;0;1;5;0;1;1;1;1;1;0;1;6
378;F;Islands;40;Employed;2;Adulti;2;4;3;3;1;1;1;0;1;1;1;6;0;0;1;0;0;1;0;0;2
379;M;Islands;40;Employed;3;Anziani;4;5;2;3,67;1;0;0;0;1;1;1;4;1;0;1;0;0;0;0;0;2
380;M;Islands;10;Self-employed;3;Anziani;4;4;3;3,67;0;0;1;0;1;1;1;4;0;0;1;1;1;1;1;1;6
381;F;Islands;30;Retired;3;Anziani;5;3;2;3,33;1;1;1;1;1;1;1;7;0;1;1;1;1;0;0;1;5
382;F;Islands;10;Unemployed;2;Adulti;4;4;3;3,67;1;1;1;0;1;1;1;6;0;0;1;1;0;0;1;0;3
383;F;Islands;30;Employed;2;Adulti;3;3;2;2,67;1;1;1;1;0;1;1;6;0;1;1;1;1;1;1;1;7
384;M;Islands;10;Employed;2;Adulti;5;5;4;4,67;0;0;0;0;1;1;0;2;0;1;1;1;1;0;0;1;5
385;F;North-west;30;Employed;2;Adulti;3;3;2;2,67;0;1;1;1;1;1;0;5;0;0;1;1;0;0;0;1;3
386;F;North-west;10;Employed;1;Giovani;5;5;3;4,33;1;0;1;0;1;1;1;5;1;0;1;1;1;0;1;0;5
388;F;North-west;10;Employed;2;Adulti;1;3;3;2,33;0;0;1;1;1;1;1;5;0;1;0;1;0;0;0;1;3
389;M;North-west;10;Retired;3;Anziani;5;5;3;4,33;1;1;1;0;1;1;1;6;0;0;1;1;1;0;0;1;4
390;M;North-west;40;Retired;3;Anziani;5;4;3;4;1;0;1;1;1;1;1;6;1;1;1;1;1;1;1;1;8
391;F;North-west;30;Retired;3;Anziani;1;5;3;3;0;1;1;0;0;0;0;2;0;0;1;0;1;0;0;0;2
392;F;North-east;10;Self-employed;2;Adulti;1;2;2;1,67;0;1;1;1;1;1;1;6;1;0;0;0;0;0;0;1;2
393;M;North-east;30;Unemployed;2;Adulti;1;3;5;3;0;1;1;1;1;0;0;4;0;0;1;0;1;0;0;0;2
395;M;North-east;10;Employed;2;Adulti;5;5;1;3,67;1;1;1;1;1;1;1;7;1;0;1;1;1;1;1;1;7
396;F;North-east;30;Employed;2;Adulti;4;5;3;4;1;0;0;0;1;0;0;2;0;0;1;1;1;0;0;1;4
397;M;Centre;30;Employed;2;Adulti;5;3;3;3,67;1;1;1;1;1;1;1;7;1;1;1;1;1;0;1;1;7
398;M;Centre;30;Employed;2;Adulti;4;3;4;3,67;0;1;0;0;1;1;1;4;1;1;1;1;1;0;0;1;6
399;M;Centre;30;Employed;2;Adulti;5;4;4;4,33;1;1;1;0;1;1;0;5;0;1;1;1;1;0;1;1;6
401;M;South;30;Self-employed;3;Anziani;4;3;2;3;1;1;1;1;1;0;1;6;1;0;1;1;1;0;0;1;5
402;M;South;40;Self-employed;2;Adulti;2;5;2;3;0;0;0;0;1;1;0;2;1;1;1;0;0;0;0;1;4
403;F;South;10;Unemployed;2;Adulti;1;4;5;3,33;0;0;0;0;1;1;1;3;0;0;1;0;0;0;0;1;2
404;M;South;50;Retired;3;Anziani;1;5;5;3,67;0;0;0;0;1;1;0;2;0;0;1;1;1;0;0;1;4
405;F;Centre;30;Homemaker;2;Adulti;1;3;4;2,67;1;1;1;0;1;1;1;6;1;1;1;1;1;0;1;0;6
406;M;South;30;Employed;3;Anziani;5;5;5;5;0;0;0;0;1;1;0;2;0;0;1;0;0;0;0;1;2
407;F;South;30;Retired;3;Anziani;2;4;3;3;1;1;1;1;1;1;1;7;0;1;1;1;0;0;1;1;5
408;F;South;40;Self-employed;3;Anziani;1;3;1;1,67;1;0;1;0;1;1;0;4;0;0;1;1;1;0;0;1;4
409;M;Islands;40;Employed;2;Adulti;3;3;3;3;0;1;1;1;1;1;0;5;0;0;1;1;1;0;1;0;4
410;M;Islands;40;Student;1;Giovani;1;1;2;1,33;1;1;1;1;1;1;1;7;0;0;1;0;1;0;0;1;3
411;F;Islands;30;Employed;2;Adulti;5;1;3;3;1;1;1;0;1;1;1;6;0;1;1;1;0;0;0;1;4
413;F;Islands;40;Unemployed;1;Giovani;1;1;1;1;0;1;1;0;1;1;0;4;0;1;1;1;1;0;0;1;5
414;M;North-west;40;Retired;3;Anziani;1;5;4;3,33;0;1;0;0;0;1;0;2;0;0;1;1;1;0;1;1;5
415;F;South;30;Retired;3;Anziani;4;3;3;3,33;1;1;1;0;1;1;0;5;0;0;1;1;1;0;0;1;4
416;F;South;10;Unemployed;1;Giovani;2;3;2;2,33;0;1;1;1;1;1;1;6;0;0;0;1;1;1;0;1;4
417;M;South;10;Unemployed;1;Giovani;4;3;3;3,33;1;0;1;0;1;1;0;4;0;1;1;1;1;1;1;1;7
418;M;North-west;40;Employed;2;Adulti;3;1;1;1,67;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;1;4
419;F;North-west;30;Employed;1;Giovani;3;5;1;3;0;1;0;0;1;1;0;3;0;1;0;1;1;0;0;1;4
420;M;North-west;40;Employed;3;Anziani;2;3;3;2,67;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;1;4
421;F;Centre;40;Student;1;Giovani;3;4;3;3,33;1;1;1;1;1;1;1;7;0;0;1;1;1;0;0;1;4
422;M;North-west;40;Unemployed;1;Giovani;5;3;5;4,33;0;1;0;0;0;1;0;2;0;1;1;1;1;1;0;1;6
423;M;Centre;30;Retired;3;Anziani;4;2;2;2,67;0;1;0;0;1;1;0;3;1;0;1;1;1;1;0;1;6
424;F;South;30;Student;1;Giovani;3;4;3;3,33;1;1;0;0;0;1;0;3;0;1;1;0;0;0;0;1;3
425;M;North-west;30;Retired;3;Anziani;4;4;4;4;1;1;1;1;1;1;1;7;0;1;1;1;1;0;1;1;6
426;M;South;30;Employed;3;Anziani;3;4;3;3,33;1;1;1;0;1;1;1;6;0;0;1;1;0;1;0;1;4
427;M;South;30;Retired;2;Adulti;5;5;5;5;0;1;1;1;1;1;1;6;0;0;1;1;1;1;0;1;5
428;F;South;10;Student;1;Giovani;4;4;4;4;0;1;1;1;1;1;1;6;0;1;1;1;1;1;0;1;6
429;M;South;30;Unemployed;1;Giovani;4;5;5;4,67;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;1
430;F;North-east;40;Retired;2;Adulti;2;4;3;3;0;1;1;1;0;1;0;4;1;1;1;1;1;0;0;1;6
431;M;North-east;30;Unemployed;3;Anziani;5;4;4;4,33;0;0;0;0;1;1;1;3;0;0;1;1;1;1;0;1;5
432;M;South;30;Retired;3;Anziani;2;2;4;2,67;0;1;0;0;1;1;0;3;0;0;1;1;0;0;0;1;3
433;F;South;30;Employed;2;Adulti;3;3;3;3;0;1;0;0;1;1;1;4;0;0;1;1;0;0;0;1;3
434;F;Centre;30;Homemaker;3;Anziani;1;3;1;1,67;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;5
435;F;North-east;30;Retired;3;Anziani;4;4;3;3,67;1;1;1;1;1;1;1;7;0;1;1;1;1;0;0;1;5
436;M;Islands;30;Retired;3;Anziani;3;1;3;2,33;1;1;0;0;1;1;1;5;1;0;1;1;1;0;2;0;6
437;M;North-west;10;Self-employed;2;Adulti;2;3;3;2,67;1;1;1;1;1;1;1;7;0;0;1;1;1;1;0;1;5
438;M;Centre;40;Employed;2;Adulti;3;3;3;3;1;1;1;0;1;1;1;6;0;1;1;1;0;0;1;1;5
439;M;South;50;Unemployed;3;Anziani;2;2;2;2;1;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;1
440;M;South;30;Unemployed;1;Giovani;3;3;2;2,67;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;3
441;F;Islands;10;Retired;3;Anziani;3;3;3;3;1;1;0;0;0;0;0;2;0;0;0;1;0;0;0;1;2
442;F;Centre;30;Employed;2;Adulti;3;5;3;3,67;0;1;0;0;1;0;1;3;1;1;1;1;1;0;1;0;6
443;F;North-west;40;Unemployed;1;Giovani;2;3;3;2,67;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;4
446;M;South;30;Employed;2;Adulti;4;3;2;3;1;1;1;1;1;1;1;7;0;1;1;1;0;0;0;1;4
447;M;North-east;30;Employed;3;Anziani;5;2;2;3;1;1;1;1;1;1;1;7;0;1;1;1;1;1;0;1;6
449;F;North-east;30;Employed;2;Adulti;2;4;3;3;1;1;0;0;1;1;0;4;0;0;1;0;1;0;1;0;3
450;F;North-east;30;Retired;3;Anziani;4;3;3;3,33;1;1;0;0;1;1;0;4;0;1;1;1;1;0;0;1;5
452;M;North-east;30;Retired;3;Anziani;4;4;3;3,67;1;1;0;0;1;0;1;4;0;0;1;1;0;0;1;1;4
453;F;Centre;50;Homemaker;3;Anziani;4;5;4;4,33;1;0;1;0;1;1;0;4;1;1;1;1;1;0;0;1;6
454;M;North-east;30;Employed;2;Adulti;2;2;2;2;1;1;1;1;1;1;1;7;0;1;1;1;1;0;1;1;6
455;F;Islands;40;Homemaker;2;Adulti;3;2;2;2,33;1;1;1;1;1;1;0;6;0;0;1;1;0;0;0;1;3
456;F;Centre;30;Retired;3;Anziani;4;3;4;3,67;1;0;0;0;1;1;0;3;0;0;1;1;1;0;1;1;5
457;F;North-east;40;Homemaker;3;Anziani;4;4;5;4,33;0;0;0;0;0;1;0;1;0;1;1;1;1;0;0;1;5
458;F;North-west;50;Retired;3;Anziani;3;3;1;2,33;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1
459;M;Islands;30;Unemployed;2;Adulti;4;3;3;3,33;1;0;0;0;1;1;0;3;0;0;1;1;1;0;0;1;4
460;F;Centre;30;Retired;3;Anziani;3;3;1;2,33;0;0;0;0;1;1;0;2;0;0;1;1;1;0;0;1;4
461;M;South;30;Unemployed;2;Adulti;1;5;5;3,67;1;0;0;0;0;1;0;2;0;0;1;1;1;0;1;0;4
463;M;North-east;30;Retired;3;Anziani;2;2;3;2,33;1;1;1;1;1;1;1;7;0;1;1;1;1;1;1;1;7
466;F;Islands;30;Homemaker;3;Anziani;3;2;2;2,33;0;1;1;0;1;1;0;4;0;1;1;1;1;0;0;1;5
467;F;North-west;40;Retired;3;Anziani;5;3;5;4,33;1;1;1;1;1;1;1;7;0;1;1;1;1;1;0;1;6
468;M;North-west;10;Retired;3;Anziani;5;5;3;4,33;1;1;1;1;1;1;1;7;0;1;1;1;1;1;0;1;6
470;M;South;50;Retired;3;Anziani;1;5;5;3,67;1;0;0;0;1;1;1;4;1;0;1;1;1;0;1;1;6
471;M;Islands;40;Retired;3;Anziani;3;3;1;2,33;1;0;0;0;1;0;0;2;1;1;1;1;1;0;0;1;6
473;M;South;30;Retired;2;Adulti;1;2;4;2,33;0;0;0;0;1;1;1;3;1;1;1;1;1;1;1;1;8
474;M;South;30;Employed;1;Giovani;1;3;1;1,67;1;0;1;1;1;1;0;5;0;1;1;1;0;0;1;1;5
